asm_md_filesize,asm_md_loc
98645,9475
923779,178198
543113,110114
270301,36502
37425,5868
92438,10735
236734,14815
3202157,870348
706901,90521
231446,13720
6657165,1908883
702724,153914
229064,13664
3867469,892495
260025,26752
2217272,478107
3536381,787311
4133265,1088843
21795,2047
539030,114084
3547002,787972
99765,11450
335474,44076
1604391,35356
4836883,222543
20386,2346
236613,14790
232785,13667
28386,3377
24587,4004
399717,13371
6683965,1841671
1268947,37134
28750,3359
1909155,81380
528164,96730
958832,190331
3554650,181945
28380,3361
3547295,787972
3079435,70557
227587,13765
613683,115637
23999,3834
868107,368697
6080589,1745360
74060,11017
8018295,2314900
3200852,104958
27716,3230
3545950,788071
263190,25666
648551,75055
199501,23877
2247276,287963
24106,2792
232655,13562
26604,3047
6926159,1916436
474854,88997
239083,15741
232616,13539
6154771,1393923
24279,2776
239658,51093
6343733,1787388
17587,1960
1263141,34881
38111,4230
2885045,135848
181991,31147
7848874,2157810
689747,88809
29012,3387
8329274,2370793
237917,15157
1840061,78266
1389234,59070
1934070,69653
758019,124887
102910,11840
5601870,1268491
27304,3212
2470806,528457
1290945,115583
6799304,1909997
389101,81223
3807451,222391
2781715,117362
3838986,892512
6216325,1401945
240981,16176
807801,163519
21565,2474
27465,3214
21521,2470
635515,131041
33677,4747
28566,3364
33694,4766
21674,2436
894806,23605
234085,13837
3546695,788019
1750787,468265
1039825,207305
2008471,51094
27768,3231
95747,11108
3303971,115158
28976,3523
10905684,3100980
3105586,102959
6286039,1420335
1874380,79200
6623381,1500220
239488,15210
232618,13642
233225,13677
469697,89040
497373,89120
100777,9595
3547653,788080
870230,110805
26256,3062
3840171,892430
31269,4408
18372,1819
4066369,198814
211082,46625
26820,3110
7866376,2225857
426734,76904
231757,13661
9172557,2545898
3306492,711776
572882,68643
22341,2571
28271,3377
3544968,787790
101198,13949
1090398,138156
28615,3310
1301165,284797
416386,13925
742936,152836
28886,3414
27718,3218
12655427,3596540
22671,3677
22763,3684
683851,86598
27088,2614
11328972,3220895
2964130,148662
33115,4717
2253526,41542
28940,3448
454679,88263
36599,5755
3058587,70407
1580128,67158
3074857,175706
3913171,206191
699403,81128
33630,4759
28521,3394
570723,24858
896559,192957
265782,26235
20850,2413
1108762,236935
33411,5294
235886,14714
33275,4699
3545878,787983
26504,3110
3879658,173489
28467,3150
27254,3169
28504,3378
495076,89122
258318,29108
247701,32577
3872046,892942
33489,4772
5217,388
522819,97077
3845846,892994
26927,3142
26374,3048
200107,23840
24308,2818
28373,3984
24762,2656
4831332,232322
662128,127406
10867647,3104151
789813,161216
235843,50807
169325,28110
28352,3321
2962631,147609
815581,28767
602263,126316
28385,3142
592175,124493
2928750,67045
234930,31475
2437329,520954
23596,3869
683243,90940
26167,3067
1468461,62647
465575,88279
28636,3416
2953862,64221
902242,54935
6653923,1504499
2932922,63296
3150372,71785
4203246,200477
11379261,3223834
27488,3234
437511,75685
28530,3338
28274,3117
470105,80696
8473261,2381793
27743,3100
474918,84583
150317,19925
27834,3225
5818847,1599944
3867862,913334
3824530,181676
3914342,189384
8363240,2311608
235640,14846
27013,3151
3241210,182408
79368,12211
4297887,156911
2652679,393057
1406572,59776
27243,3170
635191,93339
230887,13669
918446,182926
2673604,128611
442420,76120
3546449,787990
24518,2857
521554,94352
1864148,79089
3863491,912872
247725,32583
227968,14488
1284969,159376
3450182,119770
24288,2820
3991592,192771
224195,13744
33768,4749
889076,188296
230244,13614
3891620,925041
1852280,491026
1745753,74758
3492936,156350
3535752,787018
235711,14383
3062531,69124
33869,4801
9112330,2607487
22631,2605
1038620,204773
239906,15085
3082138,143512
23588,3833
364229,23004
124066,14157
1391393,25276
6048708,1369347
555819,112173
3409515,147974
26507,3083
6503083,1870352
3929269,200810
3830140,892923
20066,2611
24491,2834
96617,10947
493460,88053
3855715,909001
28627,3418
35762,5674
3547476,787974
28875,3376
8014914,2295013
3848600,896605
28324,3102
643808,28477
11369970,3220074
261564,39443
3078425,70282
36552,5712
757968,100086
3396671,495497
33400,4709
28793,3497
791654,162562
522297,59285
1432678,57495
932572,184720
34078,2794
3893069,925077
187780,37309
22832,3679
239930,15123
3858622,913001
21396,2429
986553,199645
3115871,72413
3838082,892936
9963808,2852956
27612,3197
916069,16706
6390259,1440720
238469,15070
36814,5797
2452647,525131
28706,3421
28250,3385
154170,20544
244701,15827
5811726,1600824
33460,4720
3546445,787943
465981,52401
204739,34768
610704,122638
99383,11385
231909,13530
6740017,1930176
7488389,2069985
22629,3668
909612,124984
431862,54211
253199,27581
3876298,892427
3480318,152592
2256937,97594
408865,15053
869932,179072
267451,31149
36841,5768
611812,75041
21240,2420
6201671,1401914
27259,3107
36192,5716
8978805,2501115
358905,19642
819786,174164
8445402,2383702
28224,3960
3562559,198817
28815,3401
402667,84020
2368366,44821
14793,1415
635008,118734
6403809,1828569
3883527,909159
28500,4006
294892,38236
3994552,163105
1224534,266580
28331,3392
29004,3425
1902315,80630
619050,130721
33372,4741
3546396,788038
33358,5265
3700285,170705
388399,12658
462229,98969
8134228,2336638
1889655,80077
233899,13811
30676,4328
231933,13541
3737589,150135
482658,84924
6235643,1419088
36997,5821
2953113,64884
243192,15279
28512,3415
6984085,1985652
2070293,571197
36887,5834
26679,2559
28757,3485
23630,3828
28635,3333
442409,95520
3091397,71978
748978,101416
5259229,1201238
406858,13521
27567,3249
21174,2421
2964721,66018
36636,5757
303643,62711
97102,11232
569981,72054
21273,2375
22645,2594
230237,13561
3547248,788102
3888351,913399
902374,178368
31858,4021
398756,12610
3152269,73038
3535298,786972
461055,58586
3042472,71498
3549140,788488
30009,3016
127820,12930
263600,42571
3546684,787960
3723507,228942
22724,3688
3139346,105527
417089,62352
28574,3125
209532,31539
640199,144009
20806,2367
31351,3971
3857058,215840
28281,3685
253302,34519
24349,2821
598867,112675
757837,125532
1205785,35604
3547854,787951
896435,190067
229137,13479
463516,61932
4000405,131886
250351,46883
133796,18599
913517,188706
33642,4758
99864,11592
29027,3418
464187,80767
170539,18643
1643237,237990
231958,33978
19907,2605
22651,2595
235344,14723
33614,4756
432114,73899
325192,43305
130848,24103
26457,2771
3084768,71223
36677,5767
1503283,206215
3516024,962253
184998,32479
10291160,2976349
397853,47570
2530695,439061
28817,3395
665553,127341
528465,107228
277942,38430
3548630,787945
26463,3053
832403,165512
238207,15671
1366289,196297
1122031,240018
3852097,896366
489575,102885
1840166,78033
635497,82927
2692760,315311
28470,3392
1228694,211190
28957,3440
27765,3195
903068,192485
928850,151797
26983,3146
2973946,65904
6819726,1910965
1869949,79174
33910,4792
4087783,162303
3873875,920039
28777,3404
27814,3198
231927,13585
263179,25554
546331,99849
3086293,836787
386518,12217
27477,3183
396707,12725
185457,32521
2895056,402758
33455,4718
31658,3979
28331,3411
272552,44712
24067,3844
615479,131759
122045,20984
461737,79969
34057,4796
3534328,786756
27619,3109
1751172,74409
28752,3403
113689,13390
36604,5809
650564,144006
208585,31470
25971,2604
27885,3254
2560700,474688
37055,5825
26670,3023
1455578,406463
65380,8961
650564,144006
11144099,3224341
23639,3869
3545615,787952
22736,2621
5454441,1535953
31044,4381
3846799,157994
1352993,290731
2129265,340960
3805500,193283
23701,3819
1768069,75017
469381,99773
106544,12220
3439606,122813
2985105,67411
234087,15428
1908850,81554
24313,4080
242498,15719
2479298,364006
3236391,130922
534773,102524
6664129,1910653
318626,35481
6278753,1412598
408110,14228
24838,4025
263943,25700
953388,190504
484559,59944
1949627,80657
3611014,160385
971417,214505
2463410,526828
18391,1820
240678,15185
6551757,1479503
576983,116339
943638,169920
351475,45307
230554,25850
3834350,154067
473061,88722
4213011,566928
7942718,2249671
1883397,79995
3226386,190327
2444849,524983
5531403,1555684
232283,14374
1306753,182297
219468,28333
1959752,421916
1279284,106564
232877,14904
5559839,1594685
963415,202057
387301,12315
3364941,192051
10085201,2857214
229792,14016
386336,11582
99959,9503
1009874,197653
3647051,1024881
408445,67737
244463,15523
1298284,55186
2517998,538955
1998291,50435
1913041,117546
24323,4018
232007,13510
2160863,601251
6115338,1749630
1124510,243075
264390,9256
940888,211792
3699162,127178
1523996,113839
3945977,948304
7049527,2002061
3855886,912828
390814,10518
4004152,205864
511004,92793
3097904,138374
1402334,296616
23326,3848
1714050,467616
422909,71627
13427682,3842906
5266764,1400932
312027,47786
23897,3818
753012,199905
239622,16342
3397916,137653
1454740,203712
551384,103841
740679,147073
138344,16314
671247,148176
1887251,80546
2094059,91657
172563,37852
265616,26788
1951301,308893
3846750,892762
449113,78619
540178,117842
5044343,1387845
3492501,176284
1846848,61327
232616,13668
573014,106204
1390249,294280
4104837,224130
1566033,28433
622667,26517
263079,25531
2276982,633897
263981,26547
356640,63098
585756,110871
4180883,178510
1123645,242300
1064980,235309
12516274,3596139
7438893,2070883
9145659,2548307
437912,75685
678106,108300
520185,110943
24596,4014
24166,4013
24734,4013
24396,4002
1253200,267418
1874753,304655
424126,87845
467346,88610
540597,117840
117450,19644
156741,35193
1385903,291158
260453,48255
223819,47641
1224535,266559
1378066,292357
364174,69957
1344737,286368
341299,57510
600389,125113
435149,86590
341984,70233
470273,88429
65857,8263
27731,3201
113242,12692
3690536,810926
52121,5886
1896191,65006
146273,26440
868250,174758
6366406,1427750
3546613,787964
28508,3333
393008,13155
27704,3151
1156646,222884
28488,3330
33174,5263
230756,13662
230372,13557
1955433,50004
560527,41729
4120496,139056
226909,14055
24247,2813
33835,2750
26854,3078
860476,179555
383316,12874
2129020,241642
810288,161186
24152,2784
23578,3861
3928924,948289
1401769,297959
28396,3343
3544715,787840
157633,18807
27755,3236
235493,15818
28943,3423
239243,30793
22573,3673
1507683,51896
668682,127220
231573,15039
12894017,3843238
1959335,68611
24456,2829
3119081,69592
11946522,3469537
3547757,788118
444525,188508
28512,3108
4106320,222894
1731848,80691
856478,176422
24220,2827
21588,2001
3844730,892474
133838,14349
28533,3394
1796394,45213
27607,3208
33606,4726
2236194,623836
1433450,61187
882509,102024
6638664,1838565
633742,77404
3534414,786766
3543574,788004
22656,2611
21514,2440
3896805,913385
33532,4758
33192,4725
111590,12398
10487709,2983857
441573,75415
411356,29329
36561,5757
262355,25468
2854539,142565
3547795,788255
4038279,234059
26225,3085
3545954,787980
22644,2583
7649220,2184899
656088,125804
102990,12410
28600,3334
28666,3535
3693810,810003
7839611,2251327
35415,5658
28627,3399
3072710,71009
33747,4801
33398,5307
229140,13572
146052,26457
25755,4230
235481,15734
7568335,2215946
28771,3357
3477502,175476
670438,148153
28525,3132
28786,3382
22753,3665
21640,2430
3813154,892392
758947,154080
27033,3094
27696,3196
6524973,1469942
696782,135243
198722,21566
3492825,960909
152185,19953
317908,25373
412695,14319
29011,3396
3451631,454583
440994,90192
172814,25786
23781,3819
748974,152853
28904,3382
648420,125044
109616,12480
182827,29559
737813,152621
992869,172354
4039364,203020
24108,3842
2022570,535596
3413116,739503
238668,15154
37010,5835
3855381,896457
141717,25864
64723,7836
17578,1690
3080909,70778
714209,142308
26640,3120
251979,28200
52701,6870
1135507,241959
110052,16606
26611,3093
33373,4728
20214,2610
295010,63102
1100406,238474
416887,80352
211248,24018
7480672,2075450
936722,194091
21142,2418
3479705,173184
28680,3361
20010,2594
100286,11511
23961,3827
26715,3096
3544791,788128
28177,3192
338821,69221
574027,81872
3147790,71248
434567,85209
33722,4771
156223,24319
236378,15597
37589,5888
768738,155193
3547130,787902
21614,2433
3025754,179823
24114,3851
3842616,892541
3545387,787992
98164,11287
22837,3696
234199,22837
623455,26825
1679409,440885
1848336,59482
30729,4332
37160,5806
3863651,218828
3545467,788044
3548800,788446
504476,107292
1030893,201151
239210,14988
5078566,386134
4598649,205235
236360,14933
1040629,136674
1505410,209450
27578,3231
27908,3235
37042,5820
227345,13917
522142,65422
1955230,49749
571296,97121
105577,12045
505470,90465
2961606,68618
462577,17188
1523803,231338
3136210,72647
27677,3123
225089,14092
2096942,546599
7480340,2076015
175280,28337
8856050,2482559
255576,33781
603082,74872
6682124,1872545
20221,2622
22558,2594
7570236,2145263
240145,16192
102312,12384
264058,25594
24714,2828
154174,20544
711368,163347
3897450,912946
645086,131789
796273,107677
1503288,206217
670163,48476
36695,5740
873236,170714
28791,3423
27726,3091
3463563,168373
2464034,490758
233523,13677
3549825,167175
416267,85692
3696983,810805
591145,13509
21452,2444
5420470,1219680
291076,23814
24454,2821
1727235,184952
945958,188704
27704,3212
1857394,47624
28286,3403
6414893,1446735
647697,84823
3875236,128625
233641,13680
225219,13837
117901,16637
752188,94838
3041141,72372
31454,3979
21443,2466
3847989,208580
28792,3384
3547991,787951
1108570,237706
30044,3015
70557,9496
33146,5298
924594,189533
1756479,467324
766277,153317
2064060,52148
33142,5259
1422133,60325
479430,82796
33337,4763
26428,3137
1113126,171270
105205,12186
1396843,59163
204043,23901
1786189,32378
1549880,80683
1187095,229960
28558,4009
823147,136686
1426629,60376
33051,4723
3138678,170536
6402985,1447155
24270,2835
185679,26071
16576,1851
28855,3415
3546046,787833
152256,19951
84204,11089
383606,11958
225321,13611
367393,46849
27202,2812
1126341,240774
3546624,787954
437020,50264
22906,3691
2463616,527352
2123962,589618
21653,2462
20481,2333
3544692,788093
742154,146235
33383,4720
734741,152290
244807,48575
1142586,33620
1996925,85552
3073579,69981
433402,15537
1714875,239716
2950193,64259
6623733,1495887
3884578,916217
3543528,787827
231023,13700
10885911,3097069
232679,14312
33486,4764
96067,16510
286400,38065
4140925,198002
239831,15102
3546852,787952
722003,89629
510594,107329
21923,2447
1372971,184085
1158423,248441
3877561,913479
3549379,787978
1980472,204669
1871617,78869
413006,14941
33270,5267
2377911,489544
63434,8052
3703036,192139
3885152,925420
24669,2835
73750,8608
3547080,788103
33295,4718
238177,15141
28706,3401
6702453,1510902
30808,2795
8940015,2471098
37213,5826
908623,180960
29033,3411
2890521,141912
452011,60372
146184,26466
70777,7490
836482,171432
21778,2442
968427,194739
887459,175625
33201,4715
28451,3352
3698588,811823
24616,4005
3838315,912837
3547640,788132
28892,3403
27335,3059
3545023,788050
28878,3421
242902,16043
8375224,2359585
992896,218577
503889,56732
3907395,928906
233040,13752
33470,4741
2527899,421003
3673412,162078
241448,49193
3547123,787992
85499,11636
1298018,181527
31601,4005
3060659,149800
3548393,788463
33477,4747
898594,176446
1805777,477452
227855,51462
3356638,172656
406793,12280
848631,179090
24316,4062
31628,3991
238583,14762
3126487,71530
277719,28689
27421,3177
28447,3401
28669,3386
28524,3395
22553,2595
2039813,301245
3862388,896759
267776,27382
21317,2410
23767,3803
37568,5901
24138,4017
954292,139760
26731,3109
373274,11026
28340,3130
3544546,788065
1021514,147935
194752,21454
772296,155830
3538917,115951
28308,3366
815001,167402
1586711,121859
25057,2411
3547317,787930
268309,9713
231142,14202
33635,4786
27817,3195
435048,15287
100916,11667
3799659,183124
26831,3075
26785,3069
3562900,179192
58315,8145
197128,20321
1237798,34403
230418,13597
24836,4031
390209,12618
1242358,34389
3217970,693216
549189,111397
1266323,178365
24490,3983
193160,10833
3047426,73278
24315,2816
4524099,208629
1950110,50200
6148824,1385573
26379,3131
417262,55731
64719,7836
4070348,1049257
8803217,2509902
1647348,239948
1472932,169455
242597,54748
8026605,2298623
21775,2454
1870172,78985
21240,2438
538090,75589
388283,12141
5679272,1600457
680630,89461
2452742,524393
27843,3245
2507731,538188
201738,41347
9577439,2680048
28032,3157
24478,2839
1298237,55498
1274530,106920
10866559,3093028
3832732,892451
3547240,787920
7235956,2000487
4356109,788838
13468763,3845570
24405,4008
31143,4417
1113276,224480
8078844,2300818
368827,54148
611984,130302
5481347,1558306
21417,2457
3887034,912763
28699,3356
4308341,180022
2424626,405034
387183,13310
3088654,71066
3298719,902185
400942,14476
3244301,176049
33077,4685
7903070,2222727
3863416,892476
5949333,1676781
845544,181969
3868847,912713
3531219,785784
26287,3060
2954092,97983
67091,7197
238506,15364
7220826,2022350
26446,2857
1106131,236956
26542,3101
538302,42592
27851,3229
837715,200220
1302516,197255
63267,7123
27845,3203
3694608,811682
22529,3680
28261,3349
2776611,134005
133812,18608
2942674,65435
323866,40358
216022,24427
23687,3820
448118,29065
512061,56655
21820,2462
3830838,885340
3043652,167564
3830370,169489
28686,3409
178724,20423
3548959,788461
33397,5268
28595,3349
3891033,929138
1731455,38364
28335,3967
3800362,124803
27815,3242
26566,3132
33121,5247
224491,13677
742874,100645
916685,183025
3547621,787987
975569,198608
562205,115797
67381,9093
1810802,494356
23926,3814
2877075,133479
1679275,364038
917435,189068
5890171,1675855
3540812,117938
4023953,1123138
295013,42832
28831,3501
615123,80836
36818,5771
157431,21191
1874925,79440
24239,2811
2903516,775644
6149338,1127658
8041871,2268270
27443,3205
606541,123379
136506,32294
11824904,3356871
3886983,909444
7325694,2062799
28713,3381
28219,3365
9161068,2608107
2461828,526454
3221023,72770
3549320,788445
1280034,269237
28824,3393
3843476,896427
3546528,788324
1449959,206134
9966237,2853700
27718,3119
22871,3696
269882,27397
251365,52079
21474,2448
21378,2454
3835738,892462
77247,7266
2949114,63943
10520701,2979140
819547,116717
568636,103746
20845,2407
246193,16270
98500,9441
28319,3374
1756019,74414
28690,3421
2268354,43825
6964514,1918962
485866,102356
28937,3380
525492,95280
3012445,69723
3784972,178888
21363,2431
152269,19952
108320,12962
963581,30282
33405,5288
37056,5833
11814564,3353426
781448,155422
468614,88729
4226217,168761
5477216,1345771
572954,68645
235618,15883
27727,3125
868063,183376
29027,3402
610276,127217
27574,3127
28864,3382
24295,3986
2454486,525527
24036,2804
28767,3423
2393194,230603
527468,22983
37284,5859
28032,3250
26524,3114
37155,5795
230698,14263
6945652,1914667
235648,15113
2694699,122650
850479,32856
2924528,133537
241074,16589
652057,133334
28823,3427
449981,58172
3476445,178471
2006129,558244
698355,146218
903771,181834
3308455,161317
622831,89661
28509,3466
1644648,445646
33768,4731
11577218,3346255
1059142,148492
1739057,460766
179352,29221
560581,103073
3983426,132326
28844,3345
8791386,2494848
23693,3855
195519,24625
2345415,375707
28582,3417
21949,2331
202367,30464
230754,14831
3884110,916644
28678,3373
1846265,77530
33471,4744
21379,2439
264247,30043
216437,27382
1055943,179633
3750184,209455
1104856,237683
27898,3249
3856710,909083
424227,14436
97611,9372
232716,15293
28345,4007
27621,3206
3702720,194134
3701387,811474
3856679,896060
939925,129356
1283678,68200
21488,2418
940673,193876
4212273,198984
24362,2839
1061007,149940
3159654,74363
262638,25549
563551,66222
33382,5262
6222098,1400346
21557,2464
911224,112804
1279393,271148
520040,22800
188205,37373
3546525,787898
783403,134254
447531,65370
421967,79061
24080,3831
28128,3246
404329,14875
245336,16880
20544,2376
3895641,926239
397804,12609
89486,10775
3887222,922445
28497,3327
514385,68125
104526,19279
4014333,188717
378176,85741
27559,3240
27509,3239
28726,3359
473339,91747
1306717,182308
25697,4854
62660,7160
21661,2480
28595,3389
114366,20897
5651667,765041
3062940,69674
1101858,235201
922959,185627
228857,14332
27707,3232
717910,101302
28841,3508
377607,11601
33546,4755
28808,3343
33523,4742
28723,3394
6381805,1442870
22630,3686
33165,5247
33472,4751
8623587,2385299
2458760,526064
20685,2379
24190,3987
601855,113261
7414361,2106392
430500,91378
540212,117842
427942,16050
1317027,180251
236567,15697
1315157,179523
1120355,243058
3534588,786667
33368,4701
3536157,787127
792722,158409
21443,2445
152278,10371
140624,19721
229802,13591
28683,3324
257725,25803
2563135,567915
714954,27501
9211391,2607509
225831,13618
3871921,909309
31839,3963
171315,18480
3769667,215707
16964,1896
236560,14962
147057,10201
28060,3224
36478,5693
3547667,788309
3730930,164445
4139463,202062
7318232,2067178
292440,38266
2731261,437334
28859,3383
7814338,2217462
27662,3180
318625,35481
1980724,528186
987418,145096
493966,88856
641764,121852
27846,3224
391034,13210
3537497,787482
21145,2420
27889,3228
1924456,237902
21526,2451
6298897,1827136
234314,13747
3203270,71358
905205,181629
3536073,786968
268385,27942
115010,9486
266172,45355
33854,4773
3665394,496219
28341,3403
31853,4000
251365,16510
241257,15263
28198,3385
7504465,2080841
2759251,138768
1992721,527525
272723,37637
26502,3109
2966079,65478
3219200,72994
1093203,230736
519560,95135
28692,3395
33784,4749
33288,5228
397269,12816
23706,3887
113570,13344
234253,15533
6242294,1751271
169082,20693
786891,159849
10844650,3104773
3041171,99769
4115701,1128229
3873874,909889
4188543,210104
3878064,913006
2495930,420770
229520,14844
21330,2417
1118667,40347
2551097,437280
27819,3146
283605,37442
3276651,183757
30769,4334
442445,16166
28356,3370
1609820,684089
3905308,924983
3547135,788032
3940095,948250
1132913,242225
2430432,522112
28698,3459
103008,12239
3533569,140784
423970,14710
1916224,81216
234524,13795
2415647,372461
714759,164076
238556,15102
1406502,56496
3874161,1061660
37542,5876
1937934,49596
3864957,912792
179385,18777
103788,11657
230403,13657
7297,589
27449,3183
27659,3199
657357,148175
885531,178684
240176,49159
264400,25558
235856,15551
520965,73257
430191,90092
2941258,124235
21440,2436
1967165,49630
2097621,91888
12240241,3473045
22888,3687
28565,3393
5965,479
432364,61872
28724,3368
109191,11236
294613,39073
232155,13699
27464,3123
26672,3133
247532,17118
661576,88438
300177,52075
13323297,3841574
3159764,74249
24284,2808
8677545,2458305
238506,15134
612464,116725
365239,10574
21373,2419
3839729,886689
1255808,34980
26614,3035
28344,3424
8115228,2301600
8065094,2230862
160690,20430
21652,2452
594882,112514
28357,3316
3894052,925094
27614,3185
946834,119073
92842,9940
405212,15269
319498,53185
758756,90031
1385985,294305
3547128,787977
24025,2771
36751,5800
1906853,64402
1317586,286357
3820069,178643
11990273,3476001
837907,129638
6219306,1748666
293702,38382
6440638,1459459
3067287,151873
541139,61453
9262262,2606574
784544,168789
23827,3820
3069375,70255
903843,121374
28775,3378
20773,2385
1914438,81540
37284,5866
1938956,517353
33559,4780
431451,91388
26920,3144
551787,111879
6285277,1416144
71356,7544
1084595,150253
3131814,70340
3546856,788060
236561,30251
31310,3942
596235,67657
7855630,2225009
3852595,896319
262102,25494
22408,2585
875589,173126
3869577,909208
6169199,1764122
126279,14314
1018027,198125
849898,115135
28569,3336
8477445,2424480
6785487,1902465
131114,15063
892233,183932
858349,364601
33229,5278
23657,3825
37315,4388
3894672,911933
5820748,1636600
3840066,892559
879462,182174
944157,191950
1225864,266545
147016,26535
767465,155707
3908655,948224
2513549,426249
3888329,924922
296839,46675
236784,14856
232519,13633
560438,41721
1503619,51775
237825,15067
6496792,1795944
3039225,69886
24769,4023
3048117,69764
3677834,171693
234927,14590
550383,111593
28961,3437
2521823,556876
6524108,1484624
3546785,787972
749452,153061
7496058,2080812
1421551,60370
4303101,152841
36754,5738
365025,12044
10040640,2853887
21335,2422
28403,3429
3884536,925082
24291,2819
10096479,2852555
28442,3381
3397153,165998
764183,154843
3121541,70721
2953020,147152
235189,14512
229520,13851
24157,2790
22587,2588
292645,23980
36977,5814
36888,5830
3829951,896511
1211342,265733
1621736,131324
33571,4740
3610004,145179
28791,3410
28666,4015
27882,3168
3253506,901222
24113,3840
388011,52321
676411,79271
3403341,166328
477775,84881
178871,19612
311804,45053
2209059,476223
27459,3115
3532198,786391
3297676,150422
151523,24852
28896,3417
238195,14783
9174772,2539450
166955,21691
6337159,1430351
24176,3982
1892254,79830
843240,174337
434039,66013
170224,19418
260058,26007
3171960,74880
842812,179315
3689638,810320
230935,34166
554480,112925
181824,36040
117518,13387
8660691,2496060
238751,16153
390676,41360
9783207,2856793
1421547,60535
1732508,80763
619590,26184
28543,3356
21515,2456
404066,13408
35394,5613
5423984,1225630
28738,3377
237944,16148
2117394,302467
293746,32728
916117,175629
28077,3221
1727467,184960
32795,4671
554255,112366
27654,3093
248267,41554
613095,125673
264251,30046
22867,3690
3547270,787988
1147890,263545
738558,152076
36494,5761
124110,14586
231344,13536
149563,26617
28142,3327
36825,5765
400137,13622
23628,3832
308375,42690
194879,35283
7885510,2192869
1392391,88247
2198455,610729
764115,154099
5798799,1669795
1857242,258806
928188,39180
234144,13775
33974,4781
169594,9146
28455,3371
37209,5830
2029578,88152
620515,26562
28675,3482
24396,2848
672432,78881
24366,2815
229566,13936
200633,44011
8689241,2454250
28699,3513
24385,4001
3395695,932557
6463608,1457104
3546171,787951
3547082,787924
33341,5286
22674,2608
975823,136573
908846,38951
370435,6774
3547613,788116
3655629,188592
619847,82930
398762,13124
3906626,925074
426865,15810
393928,12820
27250,3086
10516587,2974597
30816,4366
33336,4729
3547323,787970
29035,3452
33218,4721
21424,2447
36665,5720
1184076,153845
3815347,130448
261845,26925
21425,2422
32805,4715
238233,14786
28444,3341
759963,169510
3854588,185390
1927492,81658
387361,13173
58759,7359
3548891,788226
10416024,2982026
2268239,43457
580806,108471
1853535,78977
7620759,2146484
37432,5878
35749,5635
335407,44053
217198,24147
27594,3213
404835,13189
28643,3371
21368,2417
481449,74776
790085,91685
28789,3443
8357251,2307222
23815,3824
141615,22659
422592,88052
23975,3841
486681,96427
24770,2875
6025945,1670089
37160,5856
4027334,1120801
2126874,588828
732451,151171
736479,102384
1455697,618553
16874,1894
4078005,642107
233340,13677
3830928,892381
31785,3999
392979,13007
31664,3999
27748,3218
3706983,587527
793399,164435
5477880,1554924
27947,3219
28640,3396
762806,154683
233731,15544
83360,8677
3224014,103951
399280,42362
4338915,143262
4142536,200804
22771,3686
263389,25578
33331,5301
6344425,1434682
377704,11725
33703,4788
3214048,72560
28821,3509
28724,3414
28746,3334
231971,13567
1646611,239832
24103,2801
3840599,892546
6553116,1269203
800902,108035
453606,61614
2514075,537612
4019547,999291
4067597,203026
3531381,785816
26559,3120
378775,12309
458918,87363
3547242,787960
3911218,928907
3547091,788068
27826,3199
37256,5827
1281719,280236
37389,5830
30783,4355
239692,16418
2558950,473735
28768,3399
24139,3836
425523,84040
100751,11738
28653,4054
229742,13730
709300,142756
182370,20299
228803,13852
24122,2805
24330,4004
613064,124265
154331,29142
26992,3122
28966,3417
3536582,787379
8031195,2343880
36448,5756
23103,2439
28304,3968
163869,23122
580560,81711
3986422,1090012
292512,38283
23929,3824
611168,116362
3672885,127868
236606,14736
311161,58858
28641,3420
21544,2455
21661,2437
1290362,36592
521672,111244
665499,148994
1393316,298620
36814,5715
232555,13593
184143,31316
4244032,200223
35519,5629
27772,3160
3547246,787967
3068170,70301
33547,4750
668060,148505
19350,1928
6377282,1437167
33437,4719
26405,3111
28578,3153
8923565,2534183
1526979,402812
957747,138971
20140,2613
887325,179525
3881443,924990
201119,44035
36688,5794
3547280,788111
1401433,43682
26945,3144
581749,126235
6968552,1937020
3019904,70644
6832179,1910548
26014,4885
33226,5273
542727,110869
27816,3120
3014376,71310
2247206,287963
28623,3422
147404,18439
28391,3398
45861,4920
4544104,208354
28490,3152
392653,13105
3546599,787959
3236676,158470
268218,26379
21476,2458
3402257,135156
9209456,2548432
397071,13610
33517,4737
22463,3661
1731341,297030
506839,90439
222217,49249
27200,3165
3165112,155198
1108901,239249
3826612,893162
5822262,1603103
5606010,1274991
1222597,33408
31578,3997
148693,17365
3878197,908937
1941936,82661
235818,29097
61493,5888
32050,4041
24305,2831
843133,122694
3931066,948250
7171512,2032219
135957,25013
37073,5830
28680,3373
391051,13210
614012,81865
28651,3398
444525,76970
23890,3831
224016,31081
159810,18879
3546969,788288
240181,15419
3842863,892486
28367,3336
264233,25625
27936,3233
28900,3404
650169,144008
21265,2405
401511,72946
4375854,211010
3853723,892464
4056237,1114415
1750470,477184
3547067,787986
251204,51764
1140170,139233
1059139,148492
1975737,49663
33431,4745
1223917,266480
1400920,294972
429060,76987
27526,3116
3678557,192435
27686,3109
950964,172128
1121654,242272
229652,29522
888075,186873
8897258,2465944
33420,4757
1259904,35202
3547439,788101
36405,5728
387995,12941
33884,4800
278970,49264
1807197,266067
238027,15102
28448,3378
237391,15239
5969728,1672897
3548956,788480
3546730,787959
23736,3842
247269,16302
412569,14959
263012,26324
2321499,319274
173932,37916
133708,14326
176969,18970
