asm_regs_edx,asm_regs_esi,asm_regs_es,asm_regs_fs,asm_regs_ds,asm_regs_ss,asm_regs_gs,asm_regs_cs,asm_regs_ah,asm_regs_al,asm_regs_ax,asm_regs_bh,asm_regs_bl,asm_regs_bx,asm_regs_ch,asm_regs_cl,asm_regs_cx,asm_regs_dh,asm_regs_dl,asm_regs_dx,asm_regs_eax,asm_regs_ebp,asm_regs_ebx,asm_regs_ecx,asm_regs_edi,asm_regs_esp
2409,2514,2,0,3,3,0,0,18,252,90,3,83,16,10,413,106,3,162,118,4399,1499,1251,3387,1411,1460
3134,9078,0,0,0,0,0,0,159,1148,689,31,576,179,39,711,319,28,478,179,22799,13735,4752,9673,5867,4071
1110,15,2,0,1,4,0,0,1,15,7,4,4,0,3,27,3,4,2,3,1200,1543,18,1210,16,99
158,114,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,146,178,91,143,192,224
610,1184,0,0,0,0,0,0,0,181,0,0,4,0,2,3,1,3,1,0,2524,673,592,1097,821,143
461,535,13,0,6,20,2,8,34,153,14,30,29,8,25,33,9,37,20,3,626,129,500,568,470,244
81,103,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,297,201,114,132,353,243
335,65,0,0,1,1,1,1,5,58,4,9,3,0,16,22,6,10,13,5,687,1128,68,639,68,354
391,334,24,2,20,28,2,15,72,214,0,72,48,1,67,81,0,59,81,2,654,700,358,374,385,183
1109,17,3,0,1,0,1,0,7,21,6,2,5,0,5,37,2,6,1,2,1217,1547,16,1215,18,103
672,604,0,0,0,0,0,0,0,59,53,0,49,0,0,76,38,0,48,35,1039,831,300,909,429,284
1101,18,1,0,1,2,0,0,2,21,6,4,2,0,0,29,2,4,2,5,1196,1551,20,1209,16,101
140,86,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,278,206,120,148,329,243
5842,9744,1,0,0,0,1,0,19,424,85,0,276,9,0,36,69,0,16,33,18692,5107,4262,14889,6264,12860
40,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,81,29,46,171,1
126,64,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,124,153,93,99,238,271
321,227,6,0,6,6,0,3,16,48,0,18,13,0,14,24,0,15,20,0,467,735,257,261,247,181
53408,64371,0,0,0,0,0,0,991,2876,7846,11,440,851,121,1787,2270,48,1345,1252,133744,30386,37670,73718,43420,78499
541,1891,0,0,0,0,0,0,25,240,6,2,55,8,3,95,2,13,84,5,3107,1620,985,1670,1285,437
1335,1596,0,0,0,0,0,0,0,453,0,0,17,0,1,121,2,2,80,1,4384,565,914,2416,1201,988
1300,2091,0,0,0,0,0,0,0,201,8,0,32,0,0,138,24,0,24,7,3638,1371,519,1786,925,432
383,769,0,0,0,0,0,0,0,110,104,0,25,0,0,105,10,0,82,41,862,384,232,851,330,248
323,293,3,0,28,0,1,2,17,140,16,39,6,4,27,6,0,31,75,8,267,85,238,96,107,191
510,391,8,0,0,1,0,0,2,31,17,60,18,0,0,62,12,1,9,6,755,488,213,493,385,310
105,85,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,392,181,87,180,215,225
1201,2207,0,0,0,0,0,2,5,217,18,4,32,6,5,145,43,1,24,16,3991,1704,750,1806,1082,801
17,30,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,49,51,30,160,177,92
311,790,19,0,0,1,0,0,0,20,0,1,0,0,4,11,0,0,12,6,1179,1269,279,579,537,227
49,103,6,0,8,8,0,7,20,69,0,15,15,0,19,26,0,17,24,13,129,66,100,71,40,46
25902,24771,0,0,0,0,0,0,0,97,307,0,6,0,0,125,47,0,21,29,29944,6078,30839,33944,30119,301
512,457,0,0,0,0,0,0,0,143,0,0,42,0,1,62,2,2,106,0,1015,224,217,908,188,147
23,28,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,59,53,40,159,143,92
799,1364,0,0,0,0,0,0,38,273,4,6,55,4,0,86,1,14,82,3,2805,970,842,1556,922,1062
116,141,39,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,264,194,100,163,330,242
566,13,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,581,382,6,620,7,83
132,88,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,152,180,106,122,217,224
204,106,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,282,205,52,121,353,243
424,2237,1,1,1,0,1,0,0,93,4,0,21,4,0,43,6,0,3,4,4324,2520,717,2012,1087,600
1927,2157,8,0,0,0,0,0,13,179,142,4,82,21,25,296,125,0,182,173,3503,1473,1013,2630,1111,1112
36,21,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,122,34,15,47,35,45
112,86,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,158,149,60,103,254,273
415,471,0,0,0,0,0,0,0,136,0,0,57,0,0,87,1,2,87,0,822,199,188,721,168,165
253,30,0,0,0,0,0,0,0,1,0,60,0,0,0,0,0,0,0,0,72,81,33,45,112,1
123,85,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,298,205,103,148,337,243
1112,16,2,0,2,4,1,0,3,20,6,1,1,0,4,29,2,7,2,5,1207,1553,19,1218,19,95
1071,291,0,0,0,0,0,0,0,33,68,0,6,3,1,20,14,0,22,30,1718,1477,286,1291,362,386
397,328,8,0,0,0,0,0,2,50,31,0,13,1,0,53,2,0,18,23,611,527,145,343,208,288
417,551,0,0,0,0,0,0,0,34,37,0,39,0,0,55,37,0,7,24,787,620,260,665,288,244
970,1047,13,0,6,2,0,0,15,96,74,6,25,1,16,140,80,7,64,75,2160,1171,505,1431,591,850
164,154,0,0,1,0,0,2,0,7,0,0,0,0,0,1,1,1,1,0,143,370,184,359,131,67
828,5844,1,1,1,1,1,1,2,253,136,0,56,1,0,56,45,1,27,37,9048,5717,2537,4034,4600,767
366,743,0,0,0,0,0,0,0,60,9,0,7,0,0,21,16,0,50,12,763,454,301,639,433,243
1100,10,2,0,1,0,0,1,3,10,6,2,6,0,3,27,2,1,6,2,1199,1542,7,1211,11,98
1614,3126,0,0,0,0,0,0,5,203,86,0,38,3,0,192,42,0,55,36,5818,1823,1396,2667,2095,2478
1193,2238,0,0,0,0,0,0,5,219,18,4,28,6,5,147,43,0,25,16,4024,1711,722,1839,1108,794
99,83,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,114,146,67,109,263,272
148,92,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,258,198,89,133,371,243
2721,6989,3,3,3,3,3,3,27,441,171,3,175,16,0,251,85,3,185,51,10776,7604,2999,5228,4745,1345
274,245,17,1,30,22,1,9,38,144,0,53,44,4,50,61,0,34,51,7,490,505,230,288,247,146
4247,12996,4,3,3,3,3,3,35,683,370,5,207,59,8,381,275,16,79,179,23866,11518,5753,11629,7781,4852
2070,3657,0,0,0,0,0,0,0,377,19,1,170,3,0,94,6,0,99,5,5936,2265,1750,7072,2148,5402
278,998,0,0,0,0,0,0,0,147,0,0,2,0,0,13,1,3,0,0,1896,445,454,693,714,144
517,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,475,331,5,558,5,50
542,865,0,0,0,0,0,0,1,75,12,0,15,0,0,87,10,0,41,11,1186,692,282,976,422,365
671,908,2,0,0,0,0,0,3,104,105,0,56,5,8,138,59,8,106,69,1151,720,348,1091,405,265
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,328,30,3,26,26,1,17,48,191,2,66,47,1,53,74,0,55,40,5,617,634,299,353,326,182
88,85,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,102,153,109,124,225,272
107,75,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,155,149,77,113,147,182
280,740,0,0,0,0,0,0,2,267,0,0,5,0,1,0,1,1,2,1,1628,636,348,543,488,135
127,92,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,141,147,71,98,142,182
144,124,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,152,180,85,101,191,224
5992,4121,0,0,0,0,0,0,2,296,39,0,47,0,0,228,0,0,1905,1,16570,10438,7893,1321,1942,11236
34,67,4,0,5,4,0,5,9,39,1,6,6,0,8,13,0,5,17,6,92,34,74,50,37,45
124,79,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,142,146,76,100,251,272
359,56,2,0,1,0,0,0,4,78,2,15,2,0,20,15,7,2,10,8,628,1137,60,621,87,310
129,63,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,123,147,92,84,165,183
117,97,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,385,182,88,121,215,225
166,391,21,0,1,0,0,1,1,60,2,0,15,1,2,9,0,10,20,4,906,1060,177,188,337,148
432,525,6,0,7,24,0,14,30,137,13,41,32,4,24,41,4,42,24,2,686,140,538,555,512,242
190,258,1,1,1,1,1,1,2,13,0,0,4,0,2,34,2,0,10,0,768,705,145,514,244,234
542,756,0,0,0,0,0,0,0,167,0,0,2,0,1,7,4,0,515,1,1158,535,482,142,589,113
88,74,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,128,153,100,123,222,272
2373,2507,8,0,0,0,0,0,12,281,138,0,138,38,30,477,169,0,224,179,4029,1476,1208,2996,1385,1404
426,533,0,0,0,0,0,0,0,39,38,0,38,0,0,49,35,0,4,20,755,545,259,656,282,254
155,524,0,0,0,0,0,0,0,62,0,0,30,1,0,15,0,0,9,0,669,343,200,707,220,331
303,248,0,0,0,0,0,0,0,9,3,0,6,0,0,52,13,0,6,3,429,363,126,357,161,54
420,475,0,0,0,0,0,0,10,184,9,0,126,0,0,111,0,1,149,0,896,340,267,1141,309,130
62,28,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,75,52,25,146,173,92
785,1818,0,0,0,0,0,0,38,426,11,3,85,4,6,131,5,14,91,5,3750,1327,1033,1724,1230,1520
145,97,0,0,1,0,0,0,1,2,0,0,0,0,1,3,0,1,0,1,412,188,85,101,194,225
138,73,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,190,188,103,120,194,225
164,979,1,1,1,1,1,1,4,32,3,0,1,0,0,7,2,0,0,2,1930,917,505,558,793,149
400,1408,0,0,0,0,0,0,0,80,27,2,17,3,4,49,36,0,7,6,3356,2000,1197,1183,1221,596
30,45,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,71,67,31,106,147,97
487,1638,0,0,0,0,0,0,0,258,0,0,5,0,1,6,2,1,2,0,3152,1328,889,1148,1231,208
39,35,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,38,52,40,153,171,92
3438,4562,0,0,0,0,0,0,0,74,193,0,8,0,0,93,7,0,41,9,9424,1926,5642,4927,4295,778
88,75,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,168,145,68,106,252,273
333,310,1,0,0,0,0,0,4,24,2,3,3,0,1,1,0,0,1,0,311,542,319,310,295,18
132,97,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,169,182,86,176,171,224
1105,24,1,0,1,1,0,2,2,13,7,5,2,0,7,30,2,5,6,3,1204,1542,8,1216,15,103
2568,6589,0,0,0,0,0,0,0,126,215,0,101,9,0,221,33,0,76,54,7457,2443,6139,4289,4683,827
45,30,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,47,53,32,150,171,92
111,63,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,145,149,68,231,333,223
10,165,1,1,1,1,1,1,0,4,2,0,11,0,0,5,0,0,0,0,317,250,76,50,204,40
308,296,22,4,34,29,5,17,53,194,4,46,37,0,58,74,0,52,52,2,583,569,332,331,306,192
6734,13032,0,0,0,1,0,2,40,1063,254,4,651,58,21,286,178,11,211,202,19938,3451,3955,15819,6667,12537
46,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,81,90,43,121,1
153,72,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,94,153,72,117,166,183
246,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,81,35,41,111,1
84,82,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,152,153,77,102,163,182
971,4,1,0,0,3,0,0,3,18,1,5,2,0,3,26,2,0,2,7,1217,1500,11,1164,14,90
936,3454,3,3,3,3,3,3,25,318,71,6,128,23,2,127,33,3,30,22,7402,5286,1893,3858,2197,976
788,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,964,402,7,798,6,48
381,253,9,1,4,10,1,4,15,54,1,23,12,0,18,30,1,20,7,1,606,1002,307,397,309,253
1201,2216,0,0,0,0,0,0,5,219,18,4,31,6,5,144,43,1,24,16,4071,1697,753,1839,1103,810
115,65,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,130,154,84,109,220,272
422,596,0,0,0,0,0,0,0,48,5,0,31,0,0,22,0,1,25,1,1061,338,684,529,330,843
284,44,1,0,2,8,0,1,7,42,1,13,3,0,9,9,3,8,9,6,522,903,43,479,56,282
736,7181,1,1,1,1,1,1,7,143,147,0,35,7,7,53,32,0,12,2,10046,7213,2090,6068,4775,1285
93,75,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,143,149,67,129,232,272
38,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,81,35,32,119,1
943,24,13,1,9,6,1,2,9,17,6,5,1,0,6,27,2,7,13,5,1003,1389,16,1011,27,95
2029,2416,8,0,1,2,0,0,9,168,91,0,84,15,20,268,103,0,160,129,3882,1194,992,2944,1190,1295
563,566,8,0,0,0,0,0,2,92,39,0,8,0,0,110,30,0,67,38,1149,818,269,805,366,462
670,970,0,0,0,0,0,0,0,121,89,0,37,0,0,116,44,0,82,49,1117,321,278,1013,440,323
385,438,0,0,0,1,0,1,2,8,2,0,0,4,0,1,0,2,1,1,510,108,459,383,383,886
372,337,22,6,40,32,1,15,56,202,2,73,58,1,67,86,1,56,63,2,588,530,336,324,310,179
524,581,8,0,0,0,0,0,2,56,49,0,12,0,0,87,44,0,30,54,1138,860,280,869,410,503
557,651,0,0,0,0,0,0,0,44,21,0,36,0,0,59,11,0,25,11,929,675,294,793,369,247
2147,5453,3,3,3,3,3,3,29,885,367,3,267,36,0,373,446,7,135,150,11341,7349,2976,5389,4150,1256
237,264,19,1,18,22,4,9,51,159,2,55,42,3,53,60,1,42,36,2,489,441,266,293,263,154
1248,3906,4,3,5,4,3,3,28,531,183,23,253,27,2,398,87,14,302,96,9658,7412,2555,3493,3496,1397
420,349,8,0,0,0,0,0,2,20,21,0,6,0,0,53,3,0,3,8,633,435,146,458,193,330
1271,912,0,0,0,0,0,0,3,116,85,4,33,11,0,29,32,7,62,63,2427,2223,1324,1154,649,539
1520,2463,0,0,0,0,0,4,5,221,18,4,28,6,5,145,40,0,24,16,4333,1717,802,2124,1220,859
3332,6588,0,0,0,0,0,0,0,126,215,0,101,9,0,221,32,0,76,54,8983,2440,7667,12693,6974,827
101,169,0,0,0,0,0,0,0,16,2,0,10,0,0,16,0,0,2,0,340,106,128,183,129,299
614,3133,0,0,0,0,0,0,22,191,58,0,59,19,5,78,50,11,21,11,5347,2534,1387,2586,1780,895
1495,708,14,0,0,0,0,0,11,153,40,43,12,0,28,107,36,27,69,44,1241,832,317,920,1228,497
547,535,115,4,26,29,2,19,102,303,1,210,103,1,108,153,2,102,103,1,1070,799,577,546,685,230
18126,24069,11,3,3,4,3,3,823,2122,2054,14,816,171,45,840,264,9,634,276,49483,19173,13473,30691,15945,32614
102,73,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,150,150,57,109,259,273
474,2180,1,1,1,1,1,1,1,222,28,0,104,4,0,25,14,0,0,4,5047,3216,1043,1857,1409,658
133,95,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,352,185,119,162,178,225
1362,1507,13,0,6,6,0,1,20,334,62,6,299,22,39,578,120,6,402,73,2739,1138,872,2047,996,1109
1909,1936,10,0,1,0,0,1,14,179,128,1,72,14,20,303,116,2,159,115,3408,1361,955,2759,1097,1274
63,34,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,56,61,23,114,169,97
144,91,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,254,201,92,138,367,242
975,15,3,0,0,1,0,1,2,19,1,2,5,0,4,20,3,2,5,8,1234,1501,2,1163,12,95
795,953,0,0,0,0,0,0,0,110,124,0,65,0,0,140,83,0,107,56,1376,741,390,1221,523,276
256,42,4,0,3,0,0,0,4,49,1,5,4,0,10,17,0,8,7,6,536,929,50,508,58,289
671,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,757,524,5,693,5,58
37,49,4,0,2,2,0,3,6,35,0,6,5,0,9,15,0,6,11,10,77,35,62,39,23,36
1020,41,0,0,0,0,0,0,0,27,3,0,2,0,0,12,8,0,7,4,2317,3727,12,1821,17,586
148,509,15,0,0,1,0,3,3,62,5,3,26,0,1,17,2,3,25,0,949,1008,214,322,305,142
417,1502,0,0,0,1,0,0,5,103,44,1,18,4,5,67,44,1,45,8,3604,2143,1209,1413,1111,624
375,1032,0,0,0,0,0,0,31,211,1,3,18,3,3,112,3,12,31,2,1824,799,588,1065,796,227
458,471,8,0,7,22,4,9,32,127,7,30,33,6,17,41,4,37,24,7,604,125,542,501,518,233
141,92,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,122,151,70,116,212,272
642,890,0,0,0,0,0,0,15,151,298,3,1,1,16,108,147,8,9,35,63099,52803,74,16719,847,3948
932,1811,0,0,0,0,0,0,0,201,8,0,32,0,0,138,24,0,24,7,3259,1353,460,1418,743,361
143,85,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,300,199,109,115,361,242
1239,1998,0,0,0,0,0,0,0,201,8,0,28,0,0,138,25,0,24,7,3630,1360,470,1746,860,412
1076,4,0,0,0,0,0,0,0,2,0,2,0,0,1,1,1,0,0,0,1296,1060,5,1184,6,84
6239,10541,0,0,0,0,0,0,67,1177,70,1,358,2,4,224,50,1,178,36,17277,5417,4646,14634,6055,13436
531,2246,3,3,3,3,3,3,26,291,32,3,91,7,0,132,27,3,50,7,4066,2317,1339,1865,1481,597
137,106,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,375,201,78,189,251,244
394,388,33,4,32,36,3,23,60,219,2,75,57,3,65,112,0,69,60,6,728,729,372,387,363,246
45,13,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,43,51,23,165,186,91
1030,22,0,0,1,1,2,0,2,19,2,4,4,0,8,32,7,3,7,5,1277,1428,12,946,16,98
1603,1860,10,0,3,3,0,1,11,234,98,11,73,20,30,280,84,2,146,94,3148,1451,820,2245,1005,934
79,611,1,1,1,0,1,1,0,7,5,0,2,2,0,3,5,0,3,1,1037,824,171,483,333,125
1109,23,4,0,2,2,1,2,2,22,6,6,3,0,3,28,2,0,5,9,1230,1545,20,1214,16,100
119,62,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,136,146,90,199,315,223
528,10,3,0,1,0,0,1,17,72,0,6,4,0,15,7,0,0,1,56,513,371,14,570,18,71
61,3,0,0,0,0,0,0,0,4,1,2,0,0,0,1,3,0,1,0,108,144,7,79,11,21
457,466,6,0,10,23,1,10,28,141,5,35,23,3,22,46,4,45,28,6,667,109,521,436,431,241
309,233,0,0,0,0,0,0,0,15,3,0,7,0,0,60,5,0,21,1,431,395,135,367,159,53
140,837,10,0,0,0,0,0,0,7,0,3,0,2,0,4,2,1,7,1,773,926,207,553,238,98
243,637,0,0,0,0,0,0,0,56,13,0,1,0,0,55,13,0,37,13,726,311,166,533,310,252
1042,30,3,0,4,4,0,4,8,31,4,9,3,0,6,30,8,5,8,7,1312,1448,21,960,28,103
1117,21,2,1,2,4,1,2,5,21,8,2,1,1,3,30,2,7,8,5,1213,1551,16,1212,12,99
77,68,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,131,151,90,93,254,272
2521,1669,0,0,0,0,0,0,5,300,96,4,122,11,0,151,44,8,125,77,4509,3501,2679,2144,1127,1321
108,62,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,305,153,53,145,169,182
1113,18,0,1,1,2,0,2,4,20,6,4,2,0,2,33,2,3,1,3,1205,1550,18,1214,20,103
138,96,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,149,186,100,132,184,225
1175,4377,3,3,3,3,3,3,18,316,94,4,84,17,0,128,40,5,88,34,8036,5687,2132,4205,3698,849
359,856,0,0,0,0,0,0,4,146,50,0,8,4,0,70,47,7,25,7,1622,808,524,966,683,255
111,78,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,146,186,111,186,201,225
713,11,3,0,3,1,0,2,18,18,1,16,2,0,2,23,2,1,4,7,945,1231,13,904,17,90
1250,836,10,0,0,0,0,0,2,171,197,0,19,0,0,188,197,12,129,238,2465,1261,403,2077,522,799
38,26,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,47,49,35,79,126,77
2078,2493,23,0,0,0,0,0,302,207,110,6,70,3,12,190,27,29,101,48,3610,1640,1728,3250,1081,1004
242,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,81,39,37,118,1
112,111,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,173,180,80,110,220,224
3431,7157,14,2,5,3,1,3,71,563,159,40,173,24,53,265,83,30,163,55,12417,14134,4273,8061,5174,3696
131,11,21,0,1,1,0,0,0,25,1,4,3,1,5,26,2,0,25,0,99,627,14,240,9,70
835,20,1,0,0,0,0,0,0,4,0,3,1,0,1,3,1,1,1,0,916,719,11,847,10,93
71,65,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,119,153,99,109,260,271
357,1194,0,0,0,0,0,0,21,185,0,3,42,6,0,220,6,7,80,5,2539,1009,765,1085,877,292
90,78,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,305,149,82,98,187,183
84,73,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,162,150,62,94,182,182
163,77,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,131,148,63,107,220,272
490,367,0,0,0,0,0,0,0,64,0,0,20,0,0,45,3,2,27,0,871,206,181,720,135,92
323,1021,0,0,0,0,0,0,2,273,0,0,8,0,3,3,4,0,0,1,1980,738,543,611,762,158
1219,2240,0,0,0,0,0,2,5,223,18,4,26,6,5,145,43,1,24,16,4071,1697,753,1863,1115,817
1102,6,2,0,1,1,0,0,1,8,6,0,0,0,1,27,2,2,3,1,1192,1540,8,1201,6,92
102,86,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,316,149,57,115,173,183
181,392,0,0,0,0,0,0,0,17,0,0,0,0,0,0,43,0,1,0,672,97,156,396,205,393
950,1822,0,0,0,0,0,0,0,201,8,0,28,0,0,138,24,0,24,7,3275,1352,453,1428,752,347
61,43,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,103,81,36,166,210,152
109,86,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,258,189,94,115,420,263
86,68,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0,0,0,0,131,130,81,155,249,262
1020,16,1,0,0,1,0,1,1,17,2,2,1,0,3,32,7,5,5,5,1274,1425,10,947,16,94
105,172,0,0,0,0,0,0,0,16,2,0,10,0,0,19,0,0,2,0,366,109,133,215,134,318
242,774,35,1,5,3,1,2,2,56,4,5,33,9,2,56,7,0,58,7,1827,1899,436,767,636,267
298,246,0,0,0,0,0,0,0,16,4,0,6,0,0,44,7,0,4,3,433,408,141,345,159,59
1105,6,3,0,1,0,0,1,3,23,6,1,5,0,2,28,2,1,3,3,1201,1544,11,1213,12,98
1202,2191,0,0,0,0,0,1,5,221,18,4,30,6,5,145,40,1,24,16,4041,1693,745,1826,1105,809
107,63,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,316,148,81,116,143,182
989,784,0,0,0,0,0,0,37,80,44,0,11,0,5,114,9,5,85,11,1996,688,755,700,511,1890
91,82,0,0,0,0,0,0,15,1,0,0,0,0,0,10,0,0,0,0,190,122,85,110,203,263
166,79,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,166,185,88,119,202,224
100,50,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,135,150,106,119,154,182
101,169,0,0,0,0,0,0,0,16,2,0,10,0,0,16,0,0,2,0,340,106,128,183,129,299
350,1477,1,1,1,1,1,1,13,167,5,1,40,3,0,131,3,8,29,0,4042,2808,985,1037,1263,297
1452,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1265,1022,5,1422,5,62
141,71,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,273,147,55,129,162,184
351,1375,0,0,0,0,0,0,0,201,5,0,26,0,0,28,1,0,18,0,2593,579,217,744,415,311
583,1992,0,0,0,0,0,0,25,261,10,2,85,3,3,100,5,14,82,3,3401,1804,984,1797,1317,490
30,37,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,76,49,26,149,147,91
717,735,0,0,0,0,0,0,1,155,0,0,3,0,1,33,2,2,23,4,1982,288,342,1077,523,531
2558,2806,40,0,21,29,0,7,42,364,111,99,119,22,42,421,104,32,198,121,5001,1959,1688,3738,1624,2053
1938,1443,0,0,0,0,0,0,71,428,72,0,367,0,0,353,1,2,471,0,3174,533,821,3568,1021,620
101,169,0,0,0,0,0,0,0,16,2,0,10,0,0,16,0,0,2,0,340,106,128,183,129,299
1707,1535,0,0,0,0,0,0,1,226,0,0,5,0,0,36,7,1,34,3,3965,610,767,2442,1151,649
55,28,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,62,51,25,141,156,91
363,322,72,0,0,0,0,0,3,90,23,0,14,0,0,60,7,25,25,8,663,512,188,440,182,302
929,1811,0,0,0,0,0,0,0,201,8,0,28,0,0,138,24,0,24,7,3246,1352,447,1400,743,342
1465,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1483,984,5,1547,5,88
74,71,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,176,149,67,106,233,271
951,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1060,892,5,950,5,74
126,68,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,301,151,84,93,159,182
348,1334,19,0,2,1,0,0,2,26,3,3,4,2,5,18,20,4,17,8,2190,1875,607,950,1207,239
50,26,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,63,66,46,100,170,100
129,101,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,155,186,82,139,220,224
146,77,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,206,188,68,148,194,225
300,249,0,0,0,0,0,0,0,4,1,0,12,1,0,53,3,0,2,1,437,407,149,333,157,59
1110,20,2,0,1,1,0,0,0,18,6,3,4,1,2,32,2,6,3,2,1208,1546,15,1208,17,95
614,792,0,0,0,0,0,0,0,78,98,0,36,0,0,89,50,0,69,60,1106,620,319,1000,372,260
16,34,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,48,49,32,153,163,92
